av_missing_powers_pos_pow,av_neg_motive_powers,av_pos_accelerations,av_pos_engine_powers_out,av_pos_motive_powers,av_vel_pos_mov_pow,co2_emission,max_power_required,specific_fuel_consumption,sufficient_power,time_percentage_neg_mov_pow,time_percentage_pos_mov_pow,willans_a,willans_b,willans_efficiency
919.2801578629378,-0.013392125809388533,-5.016133855745103,0.43390792613208506,2.894374799123325,3.9815425657613073,26.58251184942076,131.44507733222358,10.889491512431533,309.149989371236,0.9700056175876892,0.4751153008288588,0.2900884522802049,194.3131025956139,315.6926994549715
903.921801521202,-0.013083156728424312,-6.054318008943083,0.43390829618882193,1.5125554240235797,3.0000563048103803,27.301773652293143,101.49306262109252,8.772903273808826,403.6779861654399,1.0092267319349923,0.5265863860190497,0.23443847196136208,189.83885257247087,300.6650600118676
955.5999234715276,0.00047427084769483506,-4.477421650314483,0.43387164477092216,3.7150687854383415,4.686128653619799,25.760004662174406,185.2486096157482,14.77173474343434,289.977702108502,1.000558714048838,0.32179828652125947,0.4415580359341207,196.48623639074572,332.90386140356145
467.72141112762154,-0.0021563048605150875,-3.841328921896464,0.5558325495240681,1.3980467062857116,3.362877326493085,14.752747603784947,167.16296879288922,16.144151379875794,323.26571630949286,0.9654320759341521,0.33985696833173035,0.18829598138673592,202.75527234541752,162.96751590779843
433.00117376751905,4.693116034681921e-11,-4.299334564998092,0.5558390020003815,0.962636265534238,3.2635940832529933,13.889655170401703,121.70540870434664,12.384913973334044,363.8408208124731,0.9999999997793695,0.3762376240009247,0.1435643559916988,203.54992969993882,154.30182472184492
530.0242604567449,-0.0024853748544816055,-2.6802232245660624,0.5558256833889247,1.7681284133941926,3.7749326882171896,15.26659486510578,190.19298738324903,18.681090776066284,313.7584162604079,0.9742953754706504,0.25982150099651813,0.2635613143723656,203.29792544330175,171.59711478177616
916.8360217908214,-0.013667704616311664,-4.875422654410265,0.46968462167719827,2.5522091244975815,4.251846430940969,26.285133597024362,120.25877488713382,15.470427048460373,309.62351886756187,0.9692919211040971,0.4877337504390331,0.2581023364363897,194.9828144533308,314.9706235863871
900.9783873202514,-0.013342126852078594,-5.911750570001496,0.4697221123894363,1.8046650804922972,3.425869961467553,25.828757300018964,95.38861139952506,11.9386938651981,385.9929023198026,1.0092614514116618,0.5343199576253028,0.21464559674664863,190.2803372626938,299.65829391314065
953.0862434586179,4.4462393836153247e-11,-3.8205627380806653,0.4696848289788904,3.5268652746375384,4.861548527331915,26.252282160332758,162.71758930637884,21.480665713948632,291.34969940828114,0.9999999997985605,0.3378607810004216,0.4091680809981897,197.13600449991083,332.27900872129396
1193.7731827906018,0.002217971930523279,-5.217677717534174,0.44691748754013993,3.5767592516524926,4.725190523946748,29.877913335159214,109.00085583490358,20.147315725549447,306.6954583153182,0.9855714581213002,0.5965087137245983,0.31859509710197664,189.48262437569065,392.0723785129759
