angle_slope,auxiliaries_power_loss,engine_capacity,engine_max_power,f0,f1,f2,has_start_stop,n_wheel_drive,vehicle_mass,AvgV,InitT,av_engine_speeds_out_pos_pow,av_missing_powers_pos_pow,av_neg_motive_powers,av_pos_accelerations,av_pos_engine_powers_out,av_pos_motive_powers,av_vel_pos_mov_pow,co2_emission,max_power_required,specific_fuel_consumption,sufficient_power,time_percentage_neg_mov_pow,time_percentage_pos_mov_pow,willans_a,willans_b,willans_efficiency
0.016688536,0.474372179,1995,135,143.6336829,0.335830486,0.033362936,1,2,1539,32.5739011,74.26195646,1194.847429,0,-7.388589124,0.473285486,9.035717879,8.977955307,36.19425287,192.6646782,29.71165722,268.9040079,1,0.225274725,0.717032967,200.9784935,613.7557843,0.307056812
-0.027270108,0.360276243,1995,135,143.6336829,0.335830486,0.033362936,1,2,1539,32.5739011,54.92815463,1170.137988,0,-7.02485784,0.473285486,4.700017511,5.793140539,32.69084967,109.4023149,21.70820909,323.4818781,1,0.521978022,0.42032967,195.6193994,600.9558889,0.255250179
-0.010917304,0.187533311,1995,135,143.6336829,0.335830486,0.033362936,1,2,1539,32.5739011,60.78856232,1188.990667,0,-7.929668346,0.473285486,5.60502568,6.027979397,36.10542986,132.1707147,24.35628647,305.3256337,1,0.335164835,0.607142857,196.3670356,610.71574,0.270428678
0.01631876,1.595647249,1995,135,151.9749207,0.335830486,0.033362936,1,4,1633,32.5739011,80.00317052,1195.5992,0,-7.555605421,0.473285486,10.43776104,9.563053826,36.21750973,217.4089004,33.06284125,261.8396634,1,0.236263736,0.706043956,203.0007724,614.1462847,0.315341099
-0.008838923,1.419204003,1995,135,151.9749207,0.335830486,0.033362936,1,4,1633,32.5739011,67.66633735,1189.663427,0,-8.295689116,0.473285486,7.058501427,6.619368644,35.96995516,155.1392942,27.88115494,284.9094169,1,0.32967033,0.612637363,198.3379603,611.0647496,0.289807224
0.029426152,1.083255033,1995,135,151.9749207,0.335830486,0.033362936,1,4,1633,32.5739011,80.01319677,1195.697678,0,-6.787787268,0.473285486,11.53580543,11.29226617,36.03183521,240.5849663,34.68985362,257.8865583,1,0.208791209,0.733516484,204.643857,614.1974429,0.320174917
-0.030717395,0.677090488,1995,135,151.9749207,0.335830486,0.033362936,1,4,1633,32.5739011,55.01589119,1165.472378,0,-7.542498246,0.473285486,5.065816158,6.222874358,30.98489209,109.8605346,23.05278422,314.3898831,1,0.56043956,0.381868132,196.2358661,598.5465287,0.262631884
-0.000746319,1.473358672,1995,160,148.8705322,0.335830486,0.033362936,1,2,1598,32.5739011,69.14808457,1228.002179,0,-8.024072807,0.473285486,7.843684488,7.360241046,36.08396624,174.7456242,28.61220142,281.6953063,1,0.291208791,0.651098901,200.4772528,637.0487863,0.293113891
0.032040942,0.724946107,1995,160,148.8705322,0.335830486,0.033362936,1,2,1598,32.5739011,79.98348113,1233.108825,0,-6.296643062,0.473285486,11.26337118,11.47823972,36.03183521,241.5067075,33.73398924,262.0132351,1,0.208791209,0.733516484,205.2169442,639.7177054,0.315132201
-0.053554709,0.943179897,1995,160,148.8705322,0.335830486,0.033362936,1,2,1598,32.5739011,46.0645458,1143.620601,0,-9.437850648,0.473285486,4.938000354,5.670240527,25.98602151,77.00444358,18.62504128,319.0226395,1,0.686813187,0.255494505,198.8559441,593.3831848,0.258818018
-0.015189603,0.10892241,1995,85,150.9264885,0.411814357,0.031244476,1,2,1621,32.5739011,65.31110453,1245.993296,0,-8.004457251,0.473285486,5.426002017,6.091686018,35.28341463,123.3287712,25.75647466,306.7734856,1,0.379120879,0.563186813,190.8828664,628.8227337,0.269152359
-0.010808004,0.723728856,1995,85,150.9264885,0.411814357,0.031244476,1,2,1621,32.5739011,70.45193804,1241.788628,0,-8.374729143,0.473285486,6.33256154,6.313985055,36.10542986,137.8200083,27.16744479,290.9982849,1,0.335164835,0.607142857,192.0481753,626.6076586,0.283743278
-0.010747638,0.511319249,1995,85,150.9264885,0.411814357,0.031244476,1,2,1621,32.5739011,69.39891646,1241.788628,0,-8.366253647,0.473285486,6.143980197,6.323613019,36.10542986,135.5284464,26.96600421,293.8080607,1,0.335164835,0.607142857,191.8208083,626.6076586,0.281029755
-0.047295447,1.07797493,1995,85,150.9264885,0.411814357,0.031244476,1,2,1621,32.5739011,54.75424132,1165.84978,0,-8.919433175,0.473285486,5.309807946,5.861244512,27.92524272,84.46534308,20.89334124,302.8773765,1,0.659340659,0.282967033,192.3338916,586.9646745,0.272614641
-0.009662477,1.542307571,1995,85,157.6667763,0.37518338,0.032265762,1,2,1697,32.5739011,75.64248592,1264.793775,0,-8.626627526,0.473285486,7.204127539,6.76611195,36.10542986,153.9112444,29.33366457,281.2905532,1,0.335164835,0.607142857,192.6255107,638.7542744,0.293535657
0.020862954,0.063692917,1995,85,157.6667763,0.37518338,0.032265762,1,2,1697,32.5739011,79.98423976,1270.342945,0,-7.829881958,0.473285486,9.823624922,10.42884795,36.01026616,201.1051121,33.66097755,261.0255895,1,0.21978022,0.722527473,195.7040499,641.6943041,0.31632457
-0.02124597,0.762458661,1995,85,157.6667763,0.37518338,0.032265762,1,2,1697,32.5739011,65.6286875,1272.094186,0,-7.693554978,0.473285486,5.556959912,6.448718139,33.73352601,124.0095586,26.35037985,306.1923989,1,0.467032967,0.475274725,190.549498,642.6229644,0.269663152
-0.01591289,0.782801786,1995,85,157.6667763,0.37518338,0.032265762,1,2,1697,32.5739011,68.48996269,1267.97427,0,-8.28294366,0.473285486,6.006272483,6.349831587,35.42537313,133.2397528,27.38517253,297.7756307,1,0.39010989,0.552197802,191.1472915,640.4388597,0.277285308
0.020132287,0.226879684,1598,77,139.7170958,0.282323947,0.03485472,1,2,1495,32.5739011,79.99574676,1241.855186,0,-7.099683267,0.473285486,8.957890321,9.120243967,36.16113208,178.8251368,30.22330115,255.243859,1,0.214285714,0.728021978,199.5841651,498.5934336,0.323489888
0.005343855,0.238437318,1598,77,139.7170958,0.282323947,0.03485472,1,2,1495,32.5739011,72.95229349,1241.101904,0,-7.432573085,0.473285486,7.191709937,7.540218792,36.07813765,149.7022404,27.75677691,265.9646045,1,0.263736264,0.678571429,196.678662,498.2844015,0.31045036
-0.014724251,0.523292138,1956,110,140.7834824,0.282323947,0.03485472,1,2,1507,32.5739011,63.20653395,1176.007763,0,-7.655859564,0.473285486,5.543650742,5.637086485,35.69052133,126.4403599,23.77058026,300.3338329,1,0.362637363,0.57967033,194.553251,586.4106017,0.274923429
0.043001943,0.49515654,1995,135,161.4884355,0.324424703,0.033680934,1,2,1740,32.5739011,79.93649409,1216.447084,0,-6.472609454,0.473285486,13.44620584,13.70173607,35.6827957,277.0607493,38.44464188,253.2644686,1,0.175824176,0.766483516,206.7828426,625.0015106,0.326018126
-0.009715262,0.341124618,1995,135,161.4884355,0.324424703,0.033680934,1,2,1740,32.5739011,62.73285796,1209.85543,0,-8.866377712,0.473285486,6.497803699,6.912765468,36.10542986,143.9075223,27.7073681,292.6824576,1,0.335164835,0.607142857,197.0249294,621.5638405,0.282110544
-0.041542101,1.361455575,1995,135,161.4884355,0.324424703,0.033680934,1,2,1740,32.5739011,52.76832797,1154.315687,0,-8.929327714,0.473285486,5.747880718,6.563673398,28.66936937,99.60916781,22.52104751,300.6131999,1,0.637362637,0.304945055,197.4804922,592.7945025,0.274667937
0.016962105,0.591439294,1995,135,161.4884355,0.324424703,0.033680934,1,2,1740,32.5739011,77.02594176,1209.763451,0,-8.185279499,0.473285486,10.1477354,10.16706124,36.10617761,209.8501666,33.46695252,263.350047,1,0.230769231,0.711538462,202.1032876,621.515908,0.313532533
0.014346812,0.26083135,1995,135,169.4769361,0.312800232,0.034005029,1,4,1830,32.5739011,75.78894426,1209.276646,0,-8.632155644,0.473285486,10.10976518,10.34551761,36.14156863,208.6422944,34.89301976,263.5160484,1,0.241758242,0.700549451,202.0643502,621.2622382,0.313335024
0.038546858,0.192533106,1995,135,169.4769361,0.312800232,0.034005029,1,4,1830,32.5739011,80.00656723,1211.687171,0,-6.896854744,0.473285486,13.37056832,13.887364,35.63479853,273.7228319,39.57885741,253.410818,1,0.192307692,0.75,206.8519434,622.5186134,0.325829844
-0.03303975,1.341005449,1995,135,169.4769361,0.312800232,0.034005029,1,4,1830,32.5739011,56.41307108,1186.366702,0,-8.574772993,0.473285486,5.957769704,7.068000349,29.98837209,116.134898,25.74855104,299.1924045,1,0.587912088,0.354395604,196.9133617,609.3549825,0.275972271
0.042834862,0.854791014,1685,85,150.9973432,-0.097099502,0.045433195,1,2,1622,32.5739011,80.0192807,1259.993116,0,-6.019110576,0.473285486,12.80650493,12.84708767,35.6827957,264.2873815,36.01938774,245.0367623,1,0.175824176,0.766483516,203.0773291,537.3536886,0.336964978
0.020164615,0.857551488,1685,85,150.9973432,-0.097099502,0.045433195,1,2,1622,32.5739011,79.92370832,1265.701044,0,-7.734658181,0.473285486,10.21102485,9.869094735,36.16113208,202.0129081,31.89365515,251.601185,1,0.214285714,0.728021978,198.7264742,539.904986,0.328173364
-0.037660209,1.199467572,1598,81,153.4367588,0.237707209,0.036098652,1,2,1649,32.5739011,56.28533137,1205.966081,0,-8.113896072,0.473285486,5.130032333,6.212338352,28.86033058,92.55843747,23.41179563,289.0862608,1,0.60989011,0.332417582,194.6016368,484.709176,0.285619964
0.025488879,1.493710012,1598,100,153.5298072,0.237707209,0.036098652,1,2,1650,32.5739011,79.96284112,1197.678075,0,-7.38218789,0.473285486,11.42196508,10.77461118,36.03183521,225.3839305,34.11734188,250.5523837,1,0.208791209,0.733516484,208.060632,485.3393036,0.329547084
-0.004434087,0.076153827,1956,121,155.0348763,0.237707209,0.036098652,1,2,1667,32.5739011,65.51543854,1216.783163,0,-8.593733345,0.473285486,6.812960151,7.170920329,36.11287554,147.5737582,27.31866754,285.6793698,1,0.302197802,0.64010989,196.1791374,609.7615167,0.289026146
-0.067762661,0.706567379,1686,81,153.5298072,0.360954206,0.032662477,1,2,1650,32.5739011,43.17405309,1134.896751,0,-11.86111514,0.473285486,4.505595911,4.73841382,25.51882353,54.68095545,17.3784424,300.3028505,1,0.708791209,0.233516484,193.4721254,481.336078,0.274951794
0.010242901,0.563655844,1598,100,153.5298072,0.360954206,0.032662477,1,2,1650,32.5739011,74.1200912,1194.356482,0,-7.937081876,0.473285486,9.025586777,8.883544466,36.24741036,178.9081967,30.67008269,257.1862994,1,0.252747253,0.68956044,203.5621749,483.9891888,0.321046679
0.021629263,1.312027833,1686,96,153.5298072,0.242913274,0.035953505,1,2,1650,32.5739011,79.98942157,1247.43616,0,-7.89268311,0.473285486,10.68918209,10.14907612,36.03183521,212.5015701,33.07336369,251.8161147,1,0.208791209,0.733516484,201.917347,533.3770144,0.327893262
0.005066008,1.080433924,1956,143,159.8822871,0.242913274,0.035953505,1,2,1722,32.5739011,71.83331186,1210.686644,0,-8.342378208,0.473285486,8.837848205,8.655149918,36.16666667,185.8990188,31.000481,270.2738941,1,0.274725275,0.667582418,201.0549287,611.7467093,0.305500491
0.022883562,0.429868841,1598,81,155.7788949,0.297276591,0.034437834,1,2,1675,32.5739011,80.00097618,1239.910742,0,-7.852302293,0.473285486,10.39796321,10.49059764,36.03183521,202.883132,34.31380428,250.5802029,1,0.208791209,0.733516484,202.6308499,498.5756085,0.329510498
0.016032285,0.079003215,1956,121,158.9641403,0.297276591,0.034437834,1,2,1711,32.5739011,76.41507181,1212.07762,0,-7.97988411,0.473285486,9.697287448,9.935910985,36.21750973,198.6732946,32.23434547,262.9361633,1,0.236263736,0.706043956,200.3052935,607.3495482,0.31402606
-0.025673373,1.336740765,1560,68,117.5804269,0.322719781,0.033728468,1,2,1245,32.5739011,63.61855815,1299.657463,0,-5.637466069,0.473285486,4.513127043,4.705677111,33.39815951,104.9023573,20.18066608,302.4628231,1,0.494505495,0.447802198,189.3747632,510.3807812,0.272988285
0.046161157,1.332842772,1560,68,117.5804269,0.322719781,0.033728468,1,2,1245,32.5739011,79.95477946,1300.63634,0.013187287,-4.481618681,0.473285486,10.88395173,10.28175894,35.69575972,228.5239858,30.50264183,245.9927044,0,0.164835165,0.777472527,199.0623754,510.7874359,0.335655513
-0.028970851,1.289811425,1995,110,208.3384391,-0.04763014,0.044053969,0,2,2267,32.5739011,69.48039739,1305.680225,0,-10.36586889,0.473285486,7.340969012,8.755507008,30.98489209,131.382487,33.1413219,284.5676494,1,0.56043956,0.381868132,193.8109723,666.241954,0.290155285
-0.01500956,0.696716184,1870,95,175.6682659,-0.11904622,0.046045078,0,4,1900,32.5739011,73.91222575,1260.208304,0,-9.432914939,0.473285486,6.781379424,7.086791563,35.28341463,139.8499901,30.25464293,281.3351492,1,0.379120879,0.563186813,192.9249566,599.5430607,0.293489127
-0.019103198,1.598208344,1248,59,123.0832248,0.333467374,0.033428821,1,2,1307,32.5739011,65.7830942,1264.807928,0,-6.331673022,0.473285486,5.235904931,4.825783534,35.07128205,109.0133147,21.06977138,268.7481343,1,0.406593407,0.535714286,193.4714916,394.1413446,0.307234904
-0.003649407,0.086839181,1248,59,123.0832248,0.333467374,0.033428821,1,2,1307,32.5739011,64.1359373,1266.668319,0,-6.651551915,0.473285486,5.436771167,5.850775187,36.28893617,113.5686962,21.82180029,266.4293597,1,0.296703297,0.645604396,193.823224,394.7429453,0.309908816
0.015673256,0.259173023,1248,59,124.5895401,0.333467374,0.033428821,1,2,1324,32.5739011,75.16252868,1273.330181,0,-6.239658453,0.473285486,7.823914936,7.769585604,36.30540541,153.900227,25.43460408,249.1964804,1,0.230769231,0.711538462,198.4675342,396.8989605,0.331340183
-0.043472594,0.036130824,1248,59,124.5895401,0.333467374,0.033428821,1,2,1324,32.5739011,46.5478492,1195.187723,0,-6.840946143,0.473285486,3.866564616,4.913472191,28.66936937,60.83945026,16.12748154,288.3030304,1,0.637362637,0.304945055,192.1517689,371.7750655,0.286395905
0.02630831,0.358971117,1597,88,140.7298938,0.295984558,0.034473857,1,2,1506,32.5739011,80.00382767,1233.989466,0,-6.595873143,0.473285486,9.914456244,10.02328618,36.03183521,194.6091549,31.48002522,251.0264444,1,0.208791209,0.733516484,200.7520066,498.4437135,0.328924738
-0.008904244,1.039866542,1597,88,140.7298938,0.295984558,0.034473857,1,2,1506,32.5739011,67.70438281,1232.937141,0,-7.735809415,0.473285486,6.354885698,6.109539821,36.092,132.9016324,26.21752515,273.2394578,1,0.324175824,0.618131868,194.8739501,498.0038436,0.302184787
0.033752248,1.585883307,1597,88,140.7298938,0.295984558,0.034473857,1,2,1506,32.5739011,80.00749785,1229.081509,0.005916104,-5.853443979,0.473285486,11.580235,11.04101226,35.91189591,232.4882135,33.95220553,246.7386731,0,0.203296703,0.739010989,203.8731304,496.3930585,0.33464072
-0.034043229,1.08585201,1597,88,140.7298938,0.295984558,0.034473857,1,2,1506,32.5739011,56.3891928,1211.954272,0,-7.051326836,0.473285486,4.675851115,5.795601557,29.98837209,95.82673284,22.00965479,297.3259123,1,0.587912088,0.354395604,192.6917191,489.2539091,0.277704714
-0.020699076,0.806039287,1597,88,140.7298938,0.295984558,0.034473857,1,2,1506,32.5739011,61.00163926,1237.492798,0,-6.987813625,0.473285486,5.146625735,5.634851045,34.19281768,111.8550428,23.99256234,290.0213027,1,0.445054945,0.497252747,192.8879853,499.9088309,0.284699112
-0.000924631,1.208109275,1597,88,140.7298938,0.295984558,0.034473857,1,2,1506,32.5739011,72.36239481,1228.68716,0,-7.548328968,0.473285486,7.369155061,6.963020183,36.08396624,150.3458854,27.72243436,263.950278,1,0.291208791,0.651098901,196.611705,496.2283855,0.312819551
0.017351661,1.028913945,1597,88,140.7298938,0.295984558,0.034473857,1,2,1506,32.5739011,80.01090948,1229.582555,0,-7.137709872,0.473285486,9.319125696,8.906506268,36.19425287,184.1213186,30.62815282,253.1444084,1,0.225274725,0.717032967,199.8559001,496.6023063,0.326172748
0.013765777,0.969522697,1582,94,143.0598242,0.367343596,0.032484339,1,2,1532,32.5739011,78.21560736,1290.677119,0,-7.211347144,0.473285486,9.317120306,8.705285031,36.14156863,183.9701711,29.45523121,255.0707399,1,0.241758242,0.700549451,199.4959164,517.7973169,0.323709444
0.009245111,1.327023471,1582,94,143.0598242,0.367343596,0.032484339,1,2,1532,32.5739011,77.4756533,1292.511702,0,-7.455045946,0.473285486,8.9626092,8.156910044,36.24741036,177.794497,30.89699009,256.7247843,1,0.252747253,0.68956044,198.8667338,518.5590953,0.321623826
0.03144613,0.512914735,1582,94,143.0598242,0.367343596,0.032484339,1,2,1532,32.5739011,79.98660423,1292.390689,0,-6.088869601,0.473285486,10.80796227,10.94659076,36.03183521,215.1626949,33.58699069,249.913075,1,0.208791209,0.733516484,201.9383667,518.5088376,0.330390106
0.044430668,0.376099584,1582,94,143.0598242,0.367343596,0.032484339,1,2,1532,32.5739011,79.98652482,1298.532302,0,-5.648420299,0.473285486,12.04736277,12.28544588,35.79964413,245.7037732,35.98503051,247.1286437,1,0.17032967,0.771978022,203.8775872,521.0611673,0.334112655
0.025290436,0.572002565,2199,145,186.3816526,-0.186694627,0.047931142,0,2,2019,32.5739011,80.03132996,1217.814612,0,-9.170457643,0.473285486,13.18244414,13.00096746,36.03183521,267.1617191,40.79793839,256.2970472,1,0.208791209,0.733516484,203.7072544,693.2620048,0.322160588
0.030862299,0.518623174,2191,110,153.3127147,0.321567596,0.033760591,1,2,1647,32.5739011,80.00120352,1223.833447,0,-6.659757741,0.473285486,11.39126803,11.61642456,36.03183521,239.3599918,33.95022667,258.9063516,1,0.208791209,0.733516484,198.7477241,685.2830508,0.318913796
0.014792694,1.131568914,2191,110,153.3127147,0.321567596,0.033760591,1,2,1647,32.5739011,79.93274087,1225.675515,0,-7.653636722,0.473285486,10.17491541,9.46761774,36.14156863,212.2370246,31.91053698,264.6662088,1,0.241758242,0.700549451,197.2103521,686.3576356,0.311973363
0.011492999,1.293884886,2191,110,153.3127147,0.321567596,0.033760591,1,2,1647,32.5739011,80.01884938,1225.675515,0,-7.751671403,0.473285486,9.840328276,9.076977142,36.24741036,206.7892601,31.46399105,266.5573693,1,0.252747253,0.68956044,196.807904,686.3576356,0.309759987
0.039234924,0.374522137,2191,110,153.3127147,0.321567596,0.033760591,1,2,1647,32.5739011,79.98490486,1223.213103,0.001014455,-6.058991334,0.473285486,12.55998747,12.69119587,35.63479853,261.9001747,35.35439921,254.7602887,0,0.192307692,0.75,200.2282848,684.9212855,0.324103917
-0.014595194,0.233652959,2191,110,153.3127147,0.321567596,0.033760591,1,2,1647,32.5739011,63.75114871,1215.067378,0,-8.289415951,0.473285486,5.707797411,6.161222803,35.55550239,134.8775154,25.28130378,311.421571,1,0.368131868,0.574175824,192.2553961,680.1763845,0.265135158
0.025347053,0.652758629,2191,110,153.3127147,0.321567596,0.033760591,1,2,1647,32.5739011,80.01319731,1218.433653,0,-7.3876597,0.473285486,10.99470664,10.72512564,36.03183521,229.5650553,33.37885822,260.4550032,1,0.208791209,0.733516484,198.4127817,682.136025,0.317017551
-0.029559139,0.654999952,2191,110,157.4094581,-0.157911233,0.04712865,0,2,1694,32.5739011,67.90963788,1279.119854,0,-7.677696832,0.473285486,5.201005681,6.528424672,31.34397163,115.5591282,24.08431773,328.4473582,1,0.554945055,0.387362637,190.4497322,717.7264366,0.251391297
0.027818034,1.446742474,2191,110,157.4094581,-0.157911233,0.04712865,0,2,1694,32.5739011,79.98174392,1304.821304,0,-7.269540077,0.473285486,11.98423763,11.4686518,36.03183521,252.6034406,36.0760799,258.410946,1,0.208791209,0.733516484,197.2477932,732.9937576,0.319525193
-0.012899522,1.10466784,2191,110,157.4094581,-0.157911233,0.04712865,0,2,1694,32.5739011,77.59839234,1298.669038,0,-8.384828491,0.473285486,6.704623726,6.579205909,35.69052133,150.6419352,27.69719985,300.4216259,1,0.362637363,0.57967033,191.6416398,729.3288763,0.274843088
0.001267324,0.748742818,2191,110,157.4094581,-0.157911233,0.04712865,0,2,1694,32.5739011,80.00525687,1302.924476,0,-8.388726986,0.473285486,7.952230322,8.07223033,35.95941423,176.5626503,30.03125732,284.9010792,1,0.285714286,0.656593407,192.8686434,731.8631266,0.289815706
0.003804501,0.478243998,2191,110,157.4094581,-0.157911233,0.04712865,0,2,1694,32.5739011,80.00689615,1303.954629,0,-8.360149128,0.473285486,7.981231767,8.360964711,36.16666667,178.2678586,30.24248313,284.6526238,1,0.274725275,0.667582418,192.8776813,732.4770865,0.290068668
-0.008502835,0.631159157,1461,66,143.2684291,0.31770905,0.033868169,1,2,1534,32.5739011,69.85360207,1383.142326,0,-7.838934987,0.473285486,6.220181239,6.266250098,36.092,129.9706616,25.77466227,273.7866775,1,0.324175824,0.618131868,192.1975074,507.4994248,0.301580808
-0.035474302,0.833544104,1461,66,143.2684291,0.31770905,0.033868169,1,2,1534,32.5739011,57.51875251,1350.516194,0,-7.356326914,0.473285486,4.738079319,5.80440048,29.59133858,91.24467244,20.99114126,295.0349722,1,0.593406593,0.348901099,190.5700395,494.9631369,0.279861085
-0.023094542,1.003118066,1461,66,143.2684291,0.31770905,0.033868169,1,2,1534,32.5739011,64.16336131,1377.834995,0,-6.904860244,0.473285486,5.285252525,5.849924778,33.11197605,110.5306862,23.44883643,286.5493525,1,0.483516484,0.458791209,190.9144911,505.4543928,0.288148644
-0.021434007,0.307210861,1461,80,143.2684291,0.31770905,0.033868169,1,2,1534,32.5739011,59.20394527,1367.923497,0,-7.068763002,0.473285486,4.865139782,5.747998963,34.01299435,107.1120908,25.00951878,295.1965989,1,0.456043956,0.486263736,191.5517289,504.2467799,0.279707855
-0.003148424,0.45860348,1560,84,140.7575994,0.177745745,0.037770401,0,2,1507,32.5739011,73.55577843,1292.304049,0,-7.690357165,0.473285486,6.57522096,6.706946984,36.28893617,138.0259277,25.66249361,271.3404861,1,0.296703297,0.645604396,193.7430776,510.2201066,0.304299622
0.000191816,1.240349703,1560,68,139.3336742,0.177745745,0.037770401,1,2,1491,32.5739011,76.31041741,1279.798481,0,-7.320984815,0.473285486,7.404658957,7.077752943,36.08396624,150.7964475,27.37305655,261.8480644,1,0.291208791,0.651098901,194.0324846,502.1512405,0.315330982
-0.038884607,0.351909391,1560,85,140.6997705,0.152473826,0.038474992,1,2,1505,32.5739011,51.19000862,1154.461161,0,-7.503966333,0.473285486,4.467326848,5.573324021,28.86033058,79.75883074,19.23192213,295.1081298,1,0.60989011,0.332417582,193.4441905,454.1660455,0.279791707
0.005623595,0.280667078,1685,85,163.460418,0.166830844,0.038074713,1,2,1761,32.5739011,75.53456407,1233.162367,0,-8.811853222,0.473285486,8.465430249,8.793582653,36.07813765,167.8737889,32.27998104,258.9537862,1,0.263736264,0.678571429,196.8887121,525.4075553,0.318855378
-0.04124106,1.280314772,2191,110,151.435601,0.381209449,0.032097753,1,2,1626,32.5739011,56.53001316,1144.191872,0,-8.241793363,0.473285486,5.149280504,6.203835662,28.66936937,102.5672346,21.16619585,317.3139756,1,0.637362637,0.304945055,193.1610633,639.2981706,0.260211695
0.054532772,0.945681979,2191,110,151.435601,0.381209449,0.032097753,1,2,1626,32.5739011,80.12025686,1223.204544,0.019714081,-5.106412402,0.473285486,14.46952594,14.39276608,35.60736842,308.4778253,38.58312564,250.0244281,0,0.159340659,0.782967033,202.6893394,684.9162946,0.33024296
0.001364961,1.471503203,1120,55,116.9806411,0.338151134,0.033298236,1,2,1238,32.5739011,73.22881431,1325.294012,0,-6.22028067,0.473285486,6.656834985,6.001374814,36.16666667,133.4118198,23.77321497,251.346416,1,0.274725275,0.667582418,195.5527496,371.4092308,0.328506006
0.031247143,0.0346586,1248,70,120.9273425,0.3184717,0.033846906,0,2,1284,32.5739011,79.9561815,1317.221708,0,-5.041896777,0.473285486,8.829238142,9.289212821,36.03183521,176.2711794,26.68629932,247.139104,1,0.208791209,0.733516484,200.3758572,412.8838421,0.334098514
0.005126367,1.489977026,1248,70,120.9273425,0.3184717,0.033846906,0,2,1284,32.5739011,78.74137276,1316.147434,0,-6.326531825,0.473285486,7.602157647,6.563289806,36.07813765,148.7096511,24.38456338,252.1783354,1,0.263736264,0.678571429,197.9130669,412.5331259,0.327422287
-0.000523932,1.539498436,1248,70,120.9273425,0.3184717,0.033846906,0,2,1284,32.5739011,76.55470883,1317.360138,0,-6.304883724,0.473285486,6.917395904,6.108440574,36.08396624,136.3082362,23.31382376,256.2275988,1,0.291208791,0.651098901,196.5333083,412.9290404,0.322247907
-0.049252083,1.464484417,1248,70,125.0747287,0.3184717,0.033846906,0,2,1331,32.5739011,56.09579719,1340.049328,0,-7.298999509,0.473285486,4.271095784,4.888562214,27.34444444,70.78095888,17.51528501,289.5798289,1,0.67032967,0.271978022,191.1613962,420.3545529,0.285133145
-0.021730768,1.48713427,1248,70,125.0747287,0.3184717,0.033846906,0,2,1331,32.5739011,67.17936517,1357.487133,0,-6.143434559,0.473285486,5.187490089,4.992737425,34.08324022,106.1771763,21.64229841,274.6038037,1,0.450549451,0.491758242,192.4667236,426.0852891,0.300683407
-0.010678682,0.070139824,1248,70,125.0747287,0.3184717,0.033846906,0,2,1331,32.5739011,64.63552041,1363.138302,0,-6.744483272,0.473285486,5.005769635,5.358841812,36.10542986,105.398289,21.87426724,277.5309929,1,0.335164835,0.607142857,192.0402376,427.9470269,0.297512024
-0.036177403,1.509785749,1598,99,175.9554044,0.098612715,0.039976661,0,2,1902,32.5739011,23,1371.149617,0,-9.276582848,0.473285486,6.22546487,7.194129173,29.18130081,0,26.99722098,,1,0.604395604,0.337912088,,,
-0.022597637,0.582890251,1956,121,186.4960155,0.098612715,0.039976661,1,2,2021,32.5739011,60.22582009,1199.57232,0,-9.238202536,0.473285486,6.433161212,7.588208317,33.11197605,130.2681557,29.21609508,289.5169527,1,0.483516484,0.458791209,196.1022065,600.9521223,0.285195069
-0.012795401,1.322059849,1956,121,186.4960155,0.098612715,0.039976661,1,2,2021,32.5739011,68.38779425,1209.342139,0,-10.13999993,0.473285486,7.91465817,7.677077525,35.69052133,157.8266554,32.17579421,274.4355141,1,0.362637363,0.57967033,197.8752161,605.948588,0.300867793
0.009262461,1.055856309,1956,143,186.4960155,0.098612715,0.039976661,1,2,2021,32.5739011,77.14040393,1225.710044,0,-9.792226651,0.473285486,10.91885658,10.61121706,36.14899598,220.6491052,37.53066613,260.3466541,1,0.258241758,0.684065934,203.6152059,619.4425466,0.317149485
-0.026310679,1.007906342,1598,77,159.1006585,0.125595926,0.039224359,1,2,1712,32.5739011,62.35874969,1307.401536,0,-7.723551622,0.473285486,5.443399894,6.52867715,32.69084967,112.1078457,26.20850575,289.1553179,1,0.521978022,0.42032967,192.5901957,525.6425764,0.285551751
-0.003852046,0.681401633,1968,103,162.455823,0.125595926,0.039224359,1,2,1750,32.5739011,71.38244289,1333.611789,0,-9.12678907,0.473285486,7.562504028,7.534213048,36.28893617,165.2137322,30.20284139,280.9900276,1,0.296703297,0.645604396,191.9917889,673.0495385,0.2938496
-0.042867858,1.065426186,1598,77,122.5500734,0.35387124,0.032859953,1,2,1302,32.5739011,54.93227453,1291.268727,0,-6.693653592,0.473285486,4.028767603,4.814572824,29.10176991,85.09471404,18.58775925,319.666487,1,0.631868132,0.31043956,190.8541346,518.9550324,0.258296727
-0.02266395,1.261983887,1598,77,122.5500734,0.35387124,0.032859953,1,2,1302,32.5739011,64.33212647,1352.612759,0,-6.038636163,0.473285486,4.837089758,4.839820493,34.01299435,111.868504,21.73205748,303.4920786,1,0.456043956,0.486263736,190.9254766,544.494758,0.272062479
-0.009458622,1.203414294,1598,77,122.5500734,0.35387124,0.032859953,1,2,1302,32.5739011,70.14630182,1363.88988,0,-6.668397034,0.473285486,5.796014531,5.318368881,36.092,129.3970122,23.60080611,286.7957522,1,0.324175824,0.618131868,192.0369327,549.2234949,0.287901082
